110.815239;1569.627441;132.076431;2;Logs to Spools;-45.094753;76.556061;800;0;0;0;0;0;450;0
960.90033;434.006409;88.093811;2;T to Moto;-49.863846;13.159984;800;0;0;0;0;0;450;0
721.03125;393.320099;92.906311;2;2nd Middle to Truck;-51.959007;-19.791485;800;0;0;0;0;0;450;0
460.464905;1828.470825;136.182693;3;Banana to C1;-25.443281;86.280159;800;0;0;0;0;0;450;0
790.03125;-302.988647;99.04657;2;2nd Middle to Short;-58.426853;41.080406;800;0;0;0;0;0;450;0
726.048767;246.789902;91.620178;2;2nd Middle to Boost  |  Default;-50.952045;-1.720898;800;0;0;0;0;0;450;0
726.03125;220.962921;94.029999;2;2nd Middle to Truck  |  Pit;-55.24189;-8.699924;800;0;0;0;0;0;450;0
960.156067;434.03125;88.093811;2;T to Library;-47.024956;28.967554;800;0;0;0;0;0;450;0
704.160339;11.96875;88.797089;2;2nd Middle to Pit;-52.337799;-2.135024;800;0;0;0;0;0;450;0
1291.03125;1186.03125;160.093811;2;Cubby to T;-77.15493;-1.665051;800;0;0;0;0;0;450;0
1517.968750;792.031250;139.954315;2;Close to Middle;-16.91309;-160.268402;800;0;0;0;0;0;450;0
1314.031250;347.201843;129.031250;2;T to Middle;-26.450598;-90.553787;800;1;0;0;2;150;450;0
941.96875;2221.96875;142.46434;2;Porch to Banana;-29.420738;-142.099823;800;0;0;0;0;0;450;0
498.96875;2444.03125;160.093811;2;C1 to Banana;1.748943;142.807571;800;0;0;0;0;0;450;0
1024.010986;2654.032227;133.191925;2;Tree to Banana;-9.587554;-0.419661;800;1;0;0;2;80;450;0
1347.063721;829.999756;145.19693;2;Close to Middle;-54.995609;98.37117;800;0;0;0;0;0;450;0
1721.96875;1012.001038;171.093811;2;Long to T;-35.408978;-179.344696;800;0;0;0;0;0;450;0
1762.03125;1447.951416;160.093811;2;Arch to Long;-40.705269;-37.09687;800;0;0;0;0;0;450;0
498.96875;2444.03125;160.093811;2;C1 to Banana;1.9965;166.338852;800;0;0;0;0;0;450;0
610.96875;1873.03125;134.252365;2;Sandbags to Banana;-44.186985;-0.872295;800;0;0;0;0;0;450;0
1487.96875;760.018494;138.93573;2;Close to Middle;-35.937;-164.238937;800;0;0;0;0;0;450;0
1121.03125;-367.96875;256.093811;2;Dark to Stairs;-6.798101;74.801872;800;0;0;0;0;0;450;0
1744.03125;2694.496826;160.093811;2;Speedway to Bombsite B;-2.161512;-100.138107;800;0;0;0;0;0;450;0
736.005554;159.9935;99.411682;2;2nd Middle to T;-28.429869;50.241528;800;0;0;0;0;0;450;0
273.982513;1378.460449;107.093811;2;Banana to Car;-71.196579;151.149689;800;0;0;0;0;0;450;0
272.03125;644.011841;20.093811;2;Underpass to T;-30.67366;0.774419;800;0;0;0;0;0;450;0
1275.96875;-111.96875;256.093811;2;CT Apps to T;9.454458;116.691383;800;0;0;0;0;0;450;0
1130.03125;2803.01025390625;128.022980;2;Banana;-26.404943466186523;-144.11083984375;500;0;0;0;0;0;450;0
1314.03125;341.7747802734375;129.031250;2;A Site;-16.882228851318359;-50.0501708984375;500;0;0;0;0;0;450;0
1327.17041015625;1247.96875;160.612595;2;Mid;-12.374614715576172;-58.286464691162109;500;0;0;0;0;0;450;0
1341.03125;26.03125;133.501160;2;floor (boiler);-19.54326057434082;40.047740936279297;500;0;0;0;0;0;450;0
1439.9847412109375;2956.2158203125;131.340088;2;Banana Box One-way;-30.856513977050781;-127.21116638183594;500;0;0;0;0;0;450;0
1568.578369140625;-274.031005859375;256.031250;2;A StrawHeap;-8.6899929046630859;-39.009983062744141;500;0;0;0;0;0;450;0
1507.014648;-365.968384;256.031250;2;A Popflash (manual duck);-28.69;-22.33;500;0;0;0;0;0;450;0
1484.535278;-365.970886;256.031250;2;A Popflash;-27.069450;-21.700062;500;0;0;0;0;0;450;0
157.96875;744.4774169921875;79.907639;2;A Short;-8.2609844207763672;-20.538049697875977;500;0;1;0;1;0;450;0
1662.8587646484375;2977.834716796875;133.603973;2;B Entrance;-14.400027275085449;-155.893310546875;500;0;0;0;0;0;450;0
1867.9920654296875;1304.0362548828125;160.031250;2;Balcony;-48.784275054931641;-85.706710815429688;500;0;0;0;0;0;450;0
